tournament,stage,matchday,player,player_id,team,team_id,kills,kill_share,raw_kill_share,team_average_placement,raw_team_average_placement,games,team_games,team_total_kills,lobby_kills,individual_lobby_placement,team_lobby_placements,team_lobby_kills,matchday_placement,player_matchday_rank,lobby_1_kills,lobby_2_kills,lobby_3_kills,individual_lobby_1_placement,individual_lobby_2_placement,individual_lobby_3_placement,team_lobby_1_placement,team_lobby_2_placement,team_lobby_3_placement,team_lobby_1_kills,team_lobby_2_kills,team_lobby_3_kills,ign,player_class,total_placement_points,total_kill_points,team_bonus_points,team_total_points,average_kills_per_game,raw_average_kills_per_game,total_damage,average_damage_per_game,average_accuracy
FRIENDS OR FOES,Standard,1,KEKE,Qwl2vRUJbA6CWBqKcZ1O,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,7,20.6,20.588235294117645,14.33,14.333333333333334,3,3,34,"{""1"":1,""2"":3,""3"":3}","{""1"":19,""2"":4,""3"":20}","{""1"":19,""2"":4,""3"":20}","{""1"":2,""2"":17,""3"":15}",15,56,1,3,3,19,4,20,19,4,20,2,17,15,ҒZ SYNA,Class 1,55,136,0,191,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,1,LXST,AiwEpwWBvqiSpmaA7Huh,MERCILESS ESPORTS,tm_sip25jqm7,7,36.8,36.84210526315789,16.33,16.333333333333332,3,3,19,"{""1"":7,""2"":0,""3"":0}","{""1"":7,""2"":21,""3"":21}","{""1"":7,""2"":21,""3"":21}","{""1"":12,""2"":5,""3"":2}",20,57,7,0,0,7,21,21,7,21,21,12,5,2,MŁ・LXST,Class 1,30,76,0,106,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,1,YOURBALLS,DEP0DMTu1Bn8IsMenRxs,Narcissist,ukMz1QObm2RORWQOa9dc,7,8,7.954545454545454,7,7,1,3,88,"{""3"":7}","{""3"":6}","{""1"":10,""2"":5,""3"":6}","{""1"":22,""2"":33,""3"":33}",2,58,,,7,,,6,10,5,6,22,33,33,YOURBALLS??口,Class 1,70,352,0,422,7,7,0,0,0
FRIENDS OR FOES,Standard,1,LUDGER,PQAripc5A3a7tOZ5qHrY,FEARLESS WARRIORS,tm_rgqdo8wje,7,21.9,21.875,13.33,13.333333333333334,3,3,32,"{""1"":1,""2"":3,""3"":3}","{""1"":18,""2"":17,""3"":5}","{""1"":18,""2"":17,""3"":5}","{""1"":7,""2"":8,""3"":17}",16,59,1,3,3,18,17,5,18,17,5,7,8,17,ZN SKY・ƑW,Class 1,50,128,0,178,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,1,GAARA,frAw1ZokwwidsPGWguSM,ENVY 7 ONE,tm_ubz3oae5j,7,14.9,14.893617021276595,12.67,12.666666666666666,3,3,47,"{""1"":1,""2"":5,""3"":1}","{""1"":8,""2"":16,""3"":14}","{""1"":8,""2"":16,""3"":14}","{""1"":13,""2"":18,""3"":16}",12,60,1,5,1,8,16,14,8,16,14,13,18,16,GAARA.SVN¹,Class 1,45,188,0,233,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,1,KWEKU,S0nVxhtza8Lcoeyu4hwb,CIAO HUNTERS X,tm_twhkzzdmf,7,11.7,11.666666666666666,6,6,3,3,60,"{""1"":1,""2"":3,""3"":3}","{""1"":3,""2"":7,""3"":8}","{""1"":3,""2"":7,""3"":8}","{""1"":17,""2"":20,""3"":23}",9,61,1,3,3,3,7,8,3,7,8,17,20,23,KWEKU.CHX,Class 1,80,240,0,320,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,1,LIONFACE,PMOZmTbjtV7Jea8FMW8Y,Marines Cartel,o7Dp7knjVTxhemRjJF7R,7,43.8,43.75,16,16,3,3,16,"{""1"":3,""2"":4,""3"":0}","{""1"":17,""2"":18,""3"":13}","{""1"":17,""2"":18,""3"":13}","{""1"":10,""2"":5,""3"":1}",21,62,3,4,0,17,18,13,17,18,13,10,5,1,¹LT丨DADYLION,Class 1,35,64,0,99,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,1,OLATOMI,9JIRvwr8nFeyEXR4as0b,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,6,26.1,26.08695652173913,13,13,3,3,23,"{""1"":3,""2"":2,""3"":1}","{""1"":13,""2"":15,""3"":11}","{""1"":13,""2"":15,""3"":11}","{""1"":6,""2"":10,""3"":7}",18,63,3,2,1,13,15,11,13,15,11,6,10,7,7Ɠ・丨¹KXRMA,Class 1,45,92,0,137,2,2,0,0,0
FRIENDS OR FOES,Standard,1,ITXNY,Q0fJtKuQbSeRP1X3TvMA,BROTHERHOOD,ORtlxzvsOKPEjdtaekig,6,15,15,5.67,5.666666666666667,3,3,40,"{""1"":3,""2"":2,""3"":1}","{""1"":6,""2"":1,""3"":10}","{""1"":6,""2"":1,""3"":10}","{""1"":15,""2"":15,""3"":10}",11,64,3,2,1,6,1,10,6,1,10,15,15,10,BH MESSI,Class 1,90,160,0,250,2,2,0,0,0
FRIENDS OR FOES,Standard,1,MICHAEL,8hYOt0XXhRZHBESjFoAH,BROTHERHOOD,ORtlxzvsOKPEjdtaekig,6,15,15,5.67,5.666666666666667,3,3,40,"{""1"":1,""2"":4,""3"":1}","{""1"":6,""2"":1,""3"":10}","{""1"":6,""2"":1,""3"":10}","{""1"":15,""2"":15,""3"":10}",11,65,1,4,1,6,1,10,6,1,10,15,15,10,BH | MR MIKE,Class 1,90,160,0,250,2,2,0,0,0
FRIENDS OR FOES,Standard,1,PHILIP MELO,gybDsWbwIY4s0wRh2Nj4,FEARLESS WARRIORS,tm_rgqdo8wje,6,18.8,18.75,13.33,13.333333333333334,3,3,32,"{""1"":1,""2"":1,""3"":4}","{""1"":18,""2"":17,""3"":5}","{""1"":18,""2"":17,""3"":5}","{""1"":7,""2"":8,""3"":17}",16,66,1,1,4,18,17,5,18,17,5,7,8,17,ƑW・MELO,Class 1,50,128,0,178,2,2,0,0,0
FRIENDS OR FOES,Standard,1,INDIGO,zp3jg9OOxd217vbYIoBu,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,5,21.7,21.73913043478261,13,13,3,3,23,"{""1"":2,""2"":3,""3"":0}","{""1"":13,""2"":15,""3"":11}","{""1"":13,""2"":15,""3"":11}","{""1"":6,""2"":10,""3"":7}",18,67,2,3,0,13,15,11,13,15,11,6,10,7,7Ɠ・INÐIGØ,Class 1,45,92,0,137,1.67,1.6666666666666667,0,0,0
FRIENDS OR FOES,Standard,1,MXNIAC,TbGmnsma5nuwWfiUl3FL,FEARLESS ULTIMATE,QXr3HX0HM3Rf35A0UKUN,5,17.9,17.857142857142858,12.33,12.333333333333334,3,3,28,"{""1"":2,""2"":2,""3"":1}","{""1"":9,""2"":9,""3"":19}","{""1"":9,""2"":9,""3"":19}","{""1"":12,""2"":10,""3"":6}",17,68,2,2,1,9,9,19,9,9,19,12,10,6,ƑW・MXNIAC,Class 1,50,112,0,162,1.67,1.6666666666666667,0,0,0
FRIENDS OR FOES,Standard,1,ROGUE,r7ePhyqUmojwCVE0MNwB,FEARLESS ULTIMATE,QXr3HX0HM3Rf35A0UKUN,5,17.9,17.857142857142858,12.33,12.333333333333334,3,3,28,"{""1"":1,""2"":2,""3"":2}","{""1"":9,""2"":9,""3"":19}","{""1"":9,""2"":9,""3"":19}","{""1"":12,""2"":10,""3"":6}",17,69,1,2,2,9,9,19,9,9,19,12,10,6,ƑW・ওSHADOW,Class 1,50,112,0,162,1.67,1.6666666666666667,0,0,0
FRIENDS OR FOES,Standard,1,ATTIEKE,0ZiIKcgXBKZnIVK3RY5b,Marines Cartel,o7Dp7knjVTxhemRjJF7R,5,31.3,31.25,16,16,3,3,16,"{""1"":3,""2"":1,""3"":1}","{""1"":17,""2"":18,""3"":13}","{""1"":17,""2"":18,""3"":13}","{""1"":10,""2"":5,""3"":1}",21,70,3,1,1,17,18,13,17,18,13,10,5,1,M7・DAVE | ¹LT,Class 1,35,64,0,99,1.67,1.6666666666666667,0,0,0
FRIENDS OR FOES,Standard,1,RELAX OG,OKrAHDFNWaCteQUIc2bK,FEARLESS WARRIORS,tm_rgqdo8wje,5,15.6,15.625,13.33,13.333333333333334,3,3,32,"{""1"":2,""2"":1,""3"":2}","{""1"":18,""2"":17,""3"":5}","{""1"":18,""2"":17,""3"":5}","{""1"":7,""2"":8,""3"":17}",16,71,2,1,2,18,17,5,18,17,5,7,8,17,ƑW・ƦELAXOG۶,Class 1,50,128,0,178,1.67,1.6666666666666667,0,0,0
FRIENDS OR FOES,Standard,1,NAGATO,4drN06J7VhcUWU1ydASK,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,5,14.7,14.705882352941178,14.33,14.333333333333334,3,3,34,"{""1"":1,""2"":3,""3"":1}","{""1"":19,""2"":4,""3"":20}","{""1"":19,""2"":4,""3"":20}","{""1"":2,""2"":17,""3"":15}",15,72,1,3,1,19,4,20,19,4,20,2,17,15,ҒZ ANIZ,Class 1,55,136,0,191,1.67,1.6666666666666667,0,0,0
FRIENDS OR FOES,Standard,1,SNAKE,Cd8QlNwfF9c1FQo5dC2l,MERCILESS ESPORTS,tm_sip25jqm7,5,26.3,26.31578947368421,16.33,16.333333333333332,3,3,19,"{""1"":3,""2"":2,""3"":0}","{""1"":7,""2"":21,""3"":21}","{""1"":7,""2"":21,""3"":21}","{""1"":12,""2"":5,""3"":2}",20,73,3,2,0,7,21,21,7,21,21,12,5,2,ML • SNAKE,Class 1,30,76,0,106,1.67,1.6666666666666667,0,0,0
FRIENDS OR FOES,Standard,1,ITACHI,8GOX41vVXHYB1HR3LSNi,YVL ZENITH,9QcWKHtOAOLOrVMJNE0C,4,9.1,9.090909090909092,11,11,3,3,44,"{""1"":1,""2"":3,""3"":0}","{""1"":11,""2"":10,""3"":12}","{""1"":11,""2"":10,""3"":12}","{""1"":13,""2"":17,""3"":14}",13,74,1,3,0,11,10,12,11,10,12,13,17,14,YVLゝIOS,Class 1,50,176,0,226,1.33,1.3333333333333333,0,0,0
FRIENDS OR FOES,Standard,1,ISCO,Ju9oBCWQSs6kfDYixRZK,MAIN CHARACTERS OG,tm_mgol0xhrx,4,8,8,14,14,3,3,50,"{""1"":0,""2"":3,""3"":1}","{""1"":21,""2"":3,""3"":18}","{""1"":21,""2"":3,""3"":18}","{""1"":1,""2"":36,""3"":13}",10,75,0,3,1,21,3,18,21,3,18,1,36,13,ZN ISCO MC,Class 1,55,200,0,255,1.33,1.3333333333333333,0,0,0
FRIENDS OR FOES,Standard,1,TOM,hxHrnWldh81VX3Ygl3kw,PREACHER X,tm_c0yc4xjf4,4,16.7,16.666666666666664,19,19,3,3,24,"{""1"":1,""2"":0,""3"":3}","{""1"":20,""2"":20,""3"":17}","{""1"":20,""2"":20,""3"":17}","{""1"":5,""2"":4,""3"":15}",19,76,1,0,3,20,20,17,20,20,17,5,4,15,PЯX・TOMSKI,Class 1,30,96,0,126,1.33,1.3333333333333333,0,0,0
FRIENDS OR FOES,Standard,1,MO,p7NXVZszmKHPcyymmjED,MERCILESS ESPORTS,tm_sip25jqm7,4,21.1,21.052631578947366,16.33,16.333333333333332,3,3,19,"{""1"":0,""2"":2,""3"":2}","{""1"":7,""2"":21,""3"":21}","{""1"":7,""2"":21,""3"":21}","{""1"":12,""2"":5,""3"":2}",20,77,0,2,2,7,21,21,7,21,21,12,5,2,MŁ • MO,Class 1,30,76,0,106,1.33,1.3333333333333333,0,0,0
FRIENDS OR FOES,Standard,1,STIMRUSKI,p5EHMys5nSlc36BtJXoK,PREACHER X,tm_c0yc4xjf4,4,16.7,16.666666666666664,19,19,1,3,24,"{""3"":4}","{""3"":17}","{""1"":20,""2"":20,""3"":17}","{""1"":5,""2"":4,""3"":15}",19,78,,,4,,,17,20,20,17,5,4,15,PЯX・ STIMRUSKI,Class 1,30,96,0,126,4,4,0,0,0
FRIENDS OR FOES,Standard,1,FAZZY,AHbzUpq8xHnx1391KBuT,Marines Cartel,o7Dp7knjVTxhemRjJF7R,3,18.8,18.75,16,16,3,3,16,"{""1"":3,""2"":0,""3"":0}","{""1"":17,""2"":18,""3"":13}","{""1"":17,""2"":18,""3"":13}","{""1"":10,""2"":5,""3"":1}",21,79,3,0,0,17,18,13,17,18,13,10,5,1,¹LT | FAZZY,Class 1,35,64,0,99,1,1,0,0,0
FRIENDS OR FOES,Standard,1,NIEL,HllRAi3xdKU7I8tCNB6B,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,3,13,13.043478260869565,13,13,2,3,23,"{""1"":0,""2"":3}","{""1"":13,""2"":15}","{""1"":13,""2"":15,""3"":11}","{""1"":6,""2"":10,""3"":7}",18,80,0,3,,13,15,,13,15,11,6,10,7,7Ɠ・NIEL?,Class 1,45,92,0,137,1.5,1.5,0,0,0
FRIENDS OR FOES,Standard,1,CHEF PUNK,1LO5N9nzQfk09XHoISVW,PREACHER X,tm_c0yc4xjf4,3,12.5,12.5,19,19,3,3,24,"{""1"":0,""2"":0,""3"":3}","{""1"":20,""2"":20,""3"":17}","{""1"":20,""2"":20,""3"":17}","{""1"":5,""2"":4,""3"":15}",19,81,0,0,3,20,20,17,20,20,17,5,4,15,PЯX・OBTAINER,Class 1,30,96,0,126,1,1,0,0,0
FRIENDS OR FOES,Standard,1,A1,VOElYffXxZkcpmPLe4T4,MERCILESS ESPORTS,tm_sip25jqm7,3,15.8,15.789473684210526,16.33,16.333333333333332,3,3,19,"{""1"":2,""2"":1,""3"":0}","{""1"":7,""2"":21,""3"":21}","{""1"":7,""2"":21,""3"":21}","{""1"":12,""2"":5,""3"":2}",20,82,2,1,0,7,21,21,7,21,21,12,5,2,MŁ • A1,Class 1,30,76,0,106,1,1,0,0,0
FRIENDS OR FOES,Standard,1,YAMII,JEnWA5TkFzeJpFKvyVQA,PREACHER X,tm_c0yc4xjf4,2,8.3,8.333333333333332,19,19,2,3,24,"{""1"":1,""2"":1}","{""1"":20,""2"":20}","{""1"":20,""2"":20,""3"":17}","{""1"":5,""2"":4,""3"":15}",19,83,1,1,,20,20,,20,20,17,5,4,15,PЯX・YAMII,Class 1,30,96,0,126,1,1,0,0,0
FRIENDS OR FOES,Standard,1,SHINIGAMI,WFVAap5uGud4aOIhxsKI,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,2,8.7,8.695652173913043,13,13,1,3,23,"{""3"":2}","{""3"":11}","{""1"":13,""2"":15,""3"":11}","{""1"":6,""2"":10,""3"":7}",18,84,,,2,,,11,13,15,11,6,10,7,7Ɠ・FUJIMOTO,Class 1,45,92,0,137,2,2,0,0,0
FRIENDS OR FOES,Standard,2,SENÕR J,ycTWfDj2OJDBcpjn5DKa,MAIN CHARACTERS OG,tm_mgol0xhrx,31,42.5,42.465753424657535,10.67,10.666666666666666,3,3,73,"{""1"":7,""2"":17,""3"":7}","{""1"":9,""2"":4,""3"":19}","{""1"":9,""2"":4,""3"":19}","{""1"":28,""2"":35,""3"":10}",5,1,7,17,7,9,4,19,9,4,19,28,35,10,MC丨DELYNA,Class 1,65,292,0,357,10.33,10.333333333333334,0,0,0
FRIENDS OR FOES,Standard,2,SAVAGE,Hq5gw6eD9HnU8lTr2RHZ,FEARLESS WARRIORS,tm_rgqdo8wje,25,44.6,44.642857142857146,3.67,3.6666666666666665,3,3,56,"{""1"":10,""2"":10,""3"":5}","{""1"":6,""2"":2,""3"":3}","{""1"":6,""2"":2,""3"":3}","{""1"":23,""2"":24,""3"":9}",7,2,10,10,5,6,2,3,6,2,3,23,24,9,ƑW・SAVAGEYT,Class 1,105,224,0,329,8.33,8.333333333333334,0,0,0
FRIENDS OR FOES,Standard,2,SOG,B9K5pOOLE39QnCqnDNHY,ENVY 7 ONE,tm_ubz3oae5j,24,28.2,28.235294117647058,8.33,8.333333333333334,3,3,85,"{""1"":8,""2"":6,""3"":10}","{""1"":3,""2"":6,""3"":16}","{""1"":3,""2"":6,""3"":16}","{""1"":31,""2"":26,""3"":28}",2,3,8,6,10,3,6,16,3,6,16,31,26,28,SOG.SVN¹,Class 1,70,340,0,410,8,8,0,0,0
FRIENDS OR FOES,Standard,2,APOSTLE,L1LKfVKd47rwlshv2vY1,CIAO HUNTERS X,tm_twhkzzdmf,24,32.4,32.432432432432435,8.33,8.333333333333334,3,3,74,"{""1"":7,""2"":8,""3"":9}","{""1"":10,""2"":1,""3"":14}","{""1"":10,""2"":1,""3"":14}","{""1"":17,""2"":36,""3"":21}",3,4,7,8,9,10,1,14,10,1,14,17,36,21,APOSTLEOP.CHX,Class 1,85,296,0,381,8,8,0,0,0
FRIENDS OR FOES,Standard,2,CODGHOST,AZdZ5MvPMJMZep4m3bBN,Narcissist,ukMz1QObm2RORWQOa9dc,23,29.5,29.48717948717949,4.67,4.666666666666667,3,3,78,"{""1"":9,""2"":5,""3"":9}","{""1"":1,""2"":8,""3"":5}","{""1"":1,""2"":8,""3"":5}","{""1"":22,""2"":21,""3"":35}",1,5,9,5,9,1,8,5,1,8,5,22,21,35,口7,Class 1,100,312,0,412,7.67,7.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,ANDREW,zccOX3iQQuevsZAxcr4f,REMEDIUM INVICTUS,tm_kdh97vkx3,23,35.9,35.9375,13.67,13.666666666666666,3,3,64,"{""1"":13,""2"":1,""3"":9}","{""1"":14,""2"":15,""3"":12}","{""1"":14,""2"":15,""3"":12}","{""1"":32,""2"":7,""3"":25}",8,6,13,1,9,14,15,12,14,15,12,32,7,25,水RDM・XAKII,Class 1,45,256,0,301,7.67,7.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,CHIKE,WP7wn4jjPa6n4busZVnT,GOAT ESPORT,tm_ws9x2fl5b,22,31.9,31.88405797101449,8.33,8.333333333333334,3,3,69,"{""1"":12,""2"":2,""3"":8}","{""1"":5,""2"":16,""3"":4}","{""1"":5,""2"":16,""3"":4}","{""1"":34,""2"":7,""3"":28}",6,7,12,2,8,5,16,4,5,16,4,34,7,28,毒GOAT CHIKE,Class 1,75,276,0,351,7.33,7.333333333333333,0,0,0
FRIENDS OR FOES,Standard,2,TRYING,PoZ1r7UYNb4ferMN4h0R,YVL ZENITH,9QcWKHtOAOLOrVMJNE0C,22,42.3,42.30769230769231,10,10,3,3,52,"{""1"":7,""2"":9,""3"":6}","{""1"":16,""2"":12,""3"":2}","{""1"":16,""2"":12,""3"":2}","{""1"":19,""2"":17,""3"":16}",12,8,7,9,6,16,12,2,16,12,2,19,17,16,٧VLゝOLA,Class 1,70,208,0,278,7.33,7.333333333333333,0,0,0
FRIENDS OR FOES,Standard,2,BRANDON,rrHKtFIklquwAlLsk8vF,Narcissist,ukMz1QObm2RORWQOa9dc,21,26.9,26.923076923076923,4.67,4.666666666666667,3,3,78,"{""1"":4,""2"":6,""3"":11}","{""1"":1,""2"":8,""3"":5}","{""1"":1,""2"":8,""3"":5}","{""1"":22,""2"":21,""3"":35}",1,9,4,6,11,1,8,5,1,8,5,22,21,35,口PANCAKE,Class 1,100,312,0,412,7,7,0,0,0
FRIENDS OR FOES,Standard,2,YUSUF,qKQQ85V7nwqlL2KDXoGl,ENVY 7 ONE,tm_ubz3oae5j,21,24.7,24.705882352941178,8.33,8.333333333333334,3,3,85,"{""1"":7,""2"":8,""3"":6}","{""1"":3,""2"":6,""3"":16}","{""1"":3,""2"":6,""3"":16}","{""1"":31,""2"":26,""3"":28}",2,10,7,8,6,3,6,16,3,6,16,31,26,28,YUSUF.SVN¹,Class 1,70,340,0,410,7,7,0,0,0
FRIENDS OR FOES,Standard,2,NANAYAW,tX7GCLJJ61u8bLkRroBP,GOAT ESPORT,tm_ws9x2fl5b,20,29,28.985507246376812,8.33,8.333333333333334,3,3,69,"{""1"":10,""2"":1,""3"":9}","{""1"":5,""2"":16,""3"":4}","{""1"":5,""2"":16,""3"":4}","{""1"":34,""2"":7,""3"":28}",6,11,10,1,9,5,16,4,5,16,4,34,7,28,毒GOAT GOAT,Class 1,75,276,0,351,6.67,6.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,DELETE,yXsVHpZGIDJoF3CpeME2,MAIN CHARACTERS OG,tm_mgol0xhrx,20,27.4,27.397260273972602,10.67,10.666666666666666,3,3,73,"{""1"":10,""2"":8,""3"":2}","{""1"":9,""2"":4,""3"":19}","{""1"":9,""2"":4,""3"":19}","{""1"":28,""2"":35,""3"":10}",5,12,10,8,2,9,4,19,9,4,19,28,35,10,MC丨IFɅ,Class 1,65,292,0,357,6.67,6.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,GAARA,frAw1ZokwwidsPGWguSM,ENVY 7 ONE,tm_ubz3oae5j,20,23.5,23.52941176470588,8.33,8.333333333333334,3,3,85,"{""1"":5,""2"":8,""3"":7}","{""1"":3,""2"":6,""3"":16}","{""1"":3,""2"":6,""3"":16}","{""1"":31,""2"":26,""3"":28}",2,13,5,8,7,3,6,16,3,6,16,31,26,28,GAARA.SVN¹,Class 1,70,340,0,410,6.67,6.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,PAGANINI,APlTtB3VKt0P7QlbaYHA,ENVY 7 ONE,tm_ubz3oae5j,20,23.5,23.52941176470588,8.33,8.333333333333334,3,3,85,"{""1"":11,""2"":4,""3"":5}","{""1"":3,""2"":6,""3"":16}","{""1"":3,""2"":6,""3"":16}","{""1"":31,""2"":26,""3"":28}",2,14,11,4,5,3,6,16,3,6,16,31,26,28,SIX.SVN,Class 1,70,340,0,410,6.67,6.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,FATHERALI,lQ3oUgLHQF7EsyPL3mFJ,VORTEX ONE,tm_4oss9tizq,19,27.9,27.941176470588236,9,9,3,3,68,"{""1"":1,""2"":5,""3"":13}","{""1"":21,""2"":5,""3"":1}","{""1"":21,""2"":5,""3"":1}","{""1"":1,""2"":34,""3"":33}",4,15,1,5,13,21,5,1,21,5,1,1,34,33,DEMON.VRX,Class 1,85,272,0,357,6.33,6.333333333333333,0,0,0
FRIENDS OR FOES,Standard,2,DFW,n72Tu2HiBOwdIesxFG6d,PREACHER X,tm_c0yc4xjf4,19,34.5,34.54545454545455,13,13,2,3,55,"{""2"":12,""3"":7}","{""2"":3,""3"":17}","{""1"":19,""2"":3,""3"":17}","{""1"":5,""2"":29,""3"":21}",11,16,,12,7,,3,17,19,3,17,5,29,21,PЯX・DFW,Class 1,60,220,0,280,9.5,9.5,0,0,0
FRIENDS OR FOES,Standard,2,LARRYCODM,IsJGFwRijyY55ezUgJMG,VORTEX ONE,tm_4oss9tizq,18,26.5,26.47058823529412,9,9,3,3,68,"{""1"":0,""2"":9,""3"":9}","{""1"":21,""2"":5,""3"":1}","{""1"":21,""2"":5,""3"":1}","{""1"":1,""2"":34,""3"":33}",4,17,0,9,9,21,5,1,21,5,1,1,34,33,RARRI.VRX,Class 1,85,272,0,357,6,6,0,0,0
FRIENDS OR FOES,Standard,2,ODOGWU,EL0jkB2u1HR36UhBAUWa,DEVELOPERS,tm_w0a02yn8h,18,29,29.03225806451613,13,13,3,3,62,"{""1"":6,""2"":5,""3"":7}","{""1"":13,""2"":18,""3"":8}","{""1"":13,""2"":18,""3"":8}","{""1"":22,""2"":14,""3"":26}",9,18,6,5,7,13,18,8,13,18,8,22,14,26,AALIYAH.DXV,Class 1,45,248,0,293,6,6,0,0,0
FRIENDS OR FOES,Standard,2,CODGOD,dqr1RKopXDu3zfgmOqcY,VORTEX ONE,tm_4oss9tizq,18,26.5,26.47058823529412,9,9,3,3,68,"{""1"":0,""2"":12,""3"":6}","{""1"":21,""2"":5,""3"":1}","{""1"":21,""2"":5,""3"":1}","{""1"":1,""2"":34,""3"":33}",4,19,0,12,6,21,5,1,21,5,1,1,34,33,CODGOD.VRX,Class 1,85,272,0,357,6,6,0,0,0
FRIENDS OR FOES,Standard,2,TOM,hxHrnWldh81VX3Ygl3kw,PREACHER X,tm_c0yc4xjf4,18,32.7,32.72727272727273,13,13,3,3,55,"{""1"":2,""2"":8,""3"":8}","{""1"":19,""2"":3,""3"":17}","{""1"":19,""2"":3,""3"":17}","{""1"":5,""2"":29,""3"":21}",11,20,2,8,8,19,3,17,19,3,17,5,29,21,PЯX・TOMSKI,Class 1,60,220,0,280,6,6,0,0,0
FRIENDS OR FOES,Standard,2,MAUS,kUOdoGK7ff8eYeZgwvXq,TEAM X,D2dU5QVY9U6g9t3bKk9C,17,32.7,32.69230769230769,9.33,9.333333333333334,3,3,52,"{""1"":5,""2"":5,""3"":7}","{""1"":7,""2"":10,""3"":11}","{""1"":7,""2"":10,""3"":11}","{""1"":24,""2"":9,""3"":19}",13,21,5,5,7,7,10,11,7,10,11,24,9,19,叶°MAUS,Class 1,55,208,0,263,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,REMO,dYruCjqNO7qAYaIBjTDt,Narcissist,ukMz1QObm2RORWQOa9dc,17,21.8,21.794871794871796,4.67,4.666666666666667,3,3,78,"{""1"":6,""2"":6,""3"":5}","{""1"":1,""2"":8,""3"":5}","{""1"":1,""2"":8,""3"":5}","{""1"":22,""2"":21,""3"":35}",1,22,6,6,5,1,8,5,1,8,5,22,21,35,口SWEATYREREﻬ,Class 1,100,312,0,412,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,NURUTA,UiCvqj6uu4EoGsvi2kLs,CIAO HUNTERS X,tm_twhkzzdmf,17,23,22.972972972972975,8.33,8.333333333333334,3,3,74,"{""1"":3,""2"":11,""3"":3}","{""1"":10,""2"":1,""3"":14}","{""1"":10,""2"":1,""3"":14}","{""1"":17,""2"":36,""3"":21}",3,23,3,11,3,10,1,14,10,1,14,17,36,21,NURUTA.CHX,Class 1,85,296,0,381,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,COLDSKI,ZMq7kz2SSMfPugtDW1dB,KYZON ESPORTS,tm_yvpteelv4,17,28.3,28.333333333333332,12.33,12.333333333333334,3,3,60,"{""1"":7,""2"":2,""3"":8}","{""1"":8,""2"":20,""3"":9}","{""1"":8,""2"":20,""3"":9}","{""1"":29,""2"":5,""3"":26}",10,24,7,2,8,8,20,9,8,20,9,29,5,26,ҞZ・COLDSKI,Class 1,50,240,0,290,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,JOJO,T2sK7jSZkJqKgLswvF1g,REMEDIUM INVICTUS,tm_kdh97vkx3,17,26.6,26.5625,13.67,13.666666666666666,3,3,64,"{""1"":7,""2"":4,""3"":6}","{""1"":14,""2"":15,""3"":12}","{""1"":14,""2"":15,""3"":12}","{""1"":32,""2"":7,""3"":25}",8,25,7,4,6,14,15,12,14,15,12,32,7,25,水RDM・JOJO,Class 1,45,256,0,301,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,POPE,EHyRjfeTvbYD9VvE9H1H,CIAO HUNTERS X,tm_twhkzzdmf,17,23,22.972972972972975,8.33,8.333333333333334,3,3,74,"{""1"":4,""2"":11,""3"":2}","{""1"":10,""2"":1,""3"":14}","{""1"":10,""2"":1,""3"":14}","{""1"":17,""2"":36,""3"":21}",3,26,4,11,2,10,1,14,10,1,14,17,36,21,GENESIS¹.CHX,Class 1,85,296,0,381,5.67,5.666666666666667,0,0,0
FRIENDS OR FOES,Standard,2,SWAYZE,qefoLXaT9gaO2ycKQocy,Narcissist,ukMz1QObm2RORWQOa9dc,17,21.8,21.794871794871796,4.67,4.666666666666667,3,3,78,"{""1"":3,""2"":4,""3"":10}","{""1"":1,""2"":8,""3"":5}","{""1"":1,""2"":8,""3"":5}","{""1"":22,""2"":21,""3"":35}",1,27,3,4,10,1,8,5,1,8,5,22,21,35,口ISWAYZETT,Class 1,100,312,0,412,5.67,5.666666666666667,0,0,0
